,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),Total time (s),RUL
208,211,2004,678,3.988,3.455,4430.32,5372.32,8792.32,10847.1,894
209,212,1992,676.8,3.988,3.454,4424.32,5336.32,8828.32,10871.26,893
210,213,1992,679.2,3.987,3.454,4418.32,5336.32,8792.32,10829.86,892
211,214,1992,675.2,3.988,3.455,4407.52,5336.32,8792.32,10810.69,891
212,215,1995.04,675.2,3.988,3.455,4400.352,5336.35,8792.35,10834.37,890
213,216,1992,673.2,3.988,3.456,4393.151,5300.35,8792.35,10814.49,889
214,217,1980,671.2,3.988,3.456,4382.32,5300.32,8792.32,10798.76,888
215,218,1980,673.6,3.988,3.456,4376.351,5300.35,8756.35,10766.69,887
216,219,1980,669.6,3.988,3.457,4370.352,5300.35,8756.35,10775.11,886
217,220,1980,668,3.989,3.457,4364.359,5300.36,8756.36,10770.68,885
218,221,1980,669.6,3.989,3.457,4357.019,5264.22,8756.22,10780.68,884
219,222,1968,665.6,3.989,3.457,4346.328,5264.33,8756.33,10781.71,883
220,223,1968,662,3.988,3.458,4340.313,5264.31,8684.31,10699.94,882
221,224,1968,664,3.989,3.458,4328.344,5264.34,8756.34,10768.13,881
222,225,1968,660,3.989,3.459,4322.312,5228.31,8756.31,10768.29,880
223,226,1968,660,3.989,3.46,4316.235,5228.23,8720.23,10719.88,879
224,227,1956,656,3.989,3.459,4310.36,5228.36,8756.36,10742.65,878
225,228,1956,658,3.989,3.46,4304.391,5228.39,8756.39,10750.52,877
226,229,1956,656.4,3.989,3.46,4298.343,5228.34,8720.34,10718.72,876
227,230,1965.12,652.782,3.999,3.786,4235,5187,8827,53706.69,875
228,231,1956,651.6,3.986,3.78,4227.575,5156.38,8828.38,11132.18,874
229,232,1956,654.4,3.988,3.463,4292.344,5228.34,8720.34,10712.16,873
230,233,1956,654.4,3.989,3.461,4299.512,5228.31,8756.31,10760.63,872
231,234,1956,652.8,3.989,3.461,4292.375,5228.38,8720.38,10724.81,871
232,235,1956,652.8,3.989,3.462,4280.375,5192.38,8720.38,10715.34,870
233,236,1956,651.2,3.988,3.463,4274.25,5192.25,8720.25,10726.84,869
234,237,1955.28,649.6,3.988,3.463,4263.543,5192.34,8720.34,10697.97,868
235,238,1944,645.6,3.988,3.463,4256.375,5192.38,8648.38,10643.47,867
236,239,1944,645.6,3.988,3.463,4250.344,5156.34,8684.34,10673.16,866
237,240,1944,645.6,3.988,3.464,4244.313,5156.31,8720.31,10700.03,865
238,241,1944,648,3.988,3.464,4241.944,5156.34,8684.34,10676.37,864
239,242,1944,644,3.987,3.464,4234.712,5156.31,8684.31,10670.44,863
240,243,1944,646,3.987,3.464,4227.544,5156.34,8684.34,10662.44,862
241,244,1932,644,3.987,3.464,4226.312,5156.31,8648.31,10622.44,861
242,245,1932,640.8,3.986,3.465,4214.344,5156.34,8648.34,10612.09,860
243,246,1932,642,3.986,3.465,4208.344,5120.34,8648.34,10626.56,859
244,247,1932,639.2,3.986,3.465,4205.85,5120.25,8648.25,10611.94,858
245,248,1932,639.2,3.986,3.466,4198.713,5120.31,8648.31,10627.94,857
246,249,1932,639.6,3.985,3.465,4196.344,5120.34,8612.34,10566.62,856
247,250,1932,637.6,3.985,3.465,4191.544,5120.34,8647.91,10595.66,855
248,251,1920,636,3.985,3.466,4184.313,5120.31,8648.31,10609.53,854
249,252,1920,632,3.984,3.467,4178.313,5120.31,8612.31,10563.94,853
250,253,1920,630.4,3.984,3.467,4169.975,5084.38,8612.38,10575.69,852
251,254,1924.75,628.812,3.995,3.79,4102.063,5054.06,8715,53556.25,851
252,255,1920,632,3.978,3.786,4090.7204,5048.32,8720.32,10696.79,850
253,256,1932,632,3.98,3.47,4178.351,5084.35,8684.35,10660.74,849
254,257,1932,636,3.982,3.47,4184.448,5084.45,8673.95,10622.91,848
255,258,1932,636.8,3.983,3.467,4190.319,5120.32,8720.32,10683.08,847
256,259,1932,638,3.982,3.466,4184.32,5120.32,8684.32,10643.26,846
257,260,1920,636.8,3.982,3.466,4184.321,5084.32,8684.32,10631.97,845
258,261,1920,638,3.983,3.465,4177.12,5084.32,8648.32,10612.64,844
259,262,1920,638,3.982,3.466,4172.352,5084.35,8648.35,10621.31,843
260,263,1920,635.2,3.982,3.466,4166.32,5084.32,8648.32,10615.07,842
261,264,1920,635.2,3.982,3.468,4155.653,5084.45,8648.45,10606.66,841
262,265,1920,631.2,3.982,3.467,4154.351,5084.35,8663.42,10600.25,840
263,266,1920,631.2,3.982,3.467,4148.32,5048.32,8684.32,10639.78,839
264,267,1908,631.2,3.983,3.468,4142.359,5048.36,8684.36,10634.91,838
265,268,1908,631.2,3.983,3.468,4141.034,5048.23,8684.23,10645.5,837
266,269,1908,631.2,3.983,3.468,4133.975,5048.38,8612.38,10569.61,836
267,270,1908,628.0313333,3.983,3.468,4130.359,5048.36,8684.36,10648.7,835
268,271,1908,627.6,3.983,3.469,4124.328,5048.33,8648.33,10610.82,834
269,272,1908,626,3.983,3.47,4118.39,5048.39,8648.39,10589.5,833
270,273,1908,624,3.983,3.471,4112.312,5012.31,8648.31,10578.11,832
271,274,1896,622,3.983,3.471,4105.144,5012.34,8612.34,10568.35,831
272,275,1905.5,620,3.983,3.472,4097.959,5012.36,8612.36,10548.38,830
273,276,1896,618,3.982,3.474,4090.729,5012.33,8612.33,10533.92,829
274,277,1896,618.4,3.983,3.473,4088.375,5012.38,8612.38,10533.1,828
275,278,1900.78,615.6095,3.992,3.793,4024.984,4970.02,8722.02,53539.79,827
276,279,1896,616.8,3.98,3.788,4018.712,4940.31,8720.31,10966.31,826
277,280,1896,614,3.98,3.476,4094.312,5012.31,8648.31,10570.35,825
278,281,1896,620,3.982,3.475,4088.344,5012.34,8684.34,10614.37,824
279,282,1896,618.4,3.982,3.474,4090.775,5012.38,8648.38,10584.66,823
280,283,1896,616.8,3.982,3.474,4088.343,5012.34,8576.34,10517.03,822
281,284,1898.94,614,3.981,3.495,4076.313,4976.31,8612.31,10541.13,821
282,285,1896,612,3.981,3.476,4069.175,4976.38,8612.38,10527.65,820
283,286,1884,613.6,3.981,3.477,4061.975,4976.38,8576.38,10510.06,819
284,287,1884,609.6,3.98,3.477,4054.743,4976.34,8612.34,10530.91,818
285,288,1884,610,3.981,3.478,4054.594,4978.59,8578.59,10506.81,817
286,289,1883.94,612,3.98,3.477,4046.281,4976.28,8576.28,10508.47,816
287,290,1884,608,3.979,3.478,4046.406,4976.41,8576.41,10488,815
288,291,1884,610,3.979,3.477,4034.375,4940.38,8576.38,10485.94,814
289,292,1884,606.4,3.979,3.477,4028.312,4940.31,8576.31,10485.56,813
290,293,1884.19,608,3.979,3.478,4025.9306,4940.31,8540.31,10466.91,812
291,294,1872,604.8,3.979,3.478,4018.713,4940.31,8540.31,10444.25,811
292,295,1872,606,3.979,3.48,4016.344,4940.34,8540.34,10464.12,810
293,296,1872,607.2,3.979,3.478,4013.794,4942.59,8542.59,10458.91,809
294,297,1872,603.2,3.979,3.479,4010.343,4940.34,8540.34,10442.53,808
295,298,1872,604,3.978,3.479,4004.344,4940.34,8540.34,10440.06,807
296,299,1872,601.6,3.978,3.479,3998.313,4904.31,8540.31,10447.91,806
297,300,1872,602,3.978,3.48,3992.218,4904.22,8468.22,10389.53,805
298,301,1860,598,3.977,3.48,3989.912,4904.31,8504.31,10399.56,804
299,302,1869.62,595.188,3.987,3.796,3913,4865,8708,53492.38,803
300,303,199505.66,-60481.89633,4.266,3.295,67079.998,78660,78660,213776,802
301,304,1908,607.2,3.974,3.478,4560.928,5554.53,9622.53,11569.41,801
302,305,1908,615.989,3.977,3.484,4119.424,5048.22,8684.22,10648.38,800
303,306,1908,616.8,3.978,3.481,4141.151,5048.35,8648.35,10597.92,799
304,307,1908,620,3.978,3.482,4142.227,5048.23,8648.23,10610.59,798
305,308,1908,620,3.979,3.481,4136.321,5048.32,8612.32,10574.27,797
306,309,1908,618.4,3.979,3.481,4130.32,5048.32,8648.32,10577.73,796
307,310,1908,620,3.979,3.481,4119.556,5012.36,8612.36,10555.65,795
308,311,1896,618.4,3.979,3.481,4118.32,5012.32,8648.32,10589.67,794
309,312,1896,616,3.979,3.48,4106.351,5012.35,8646.46,10564.64,793
310,313,1908,624,3.984,3.481,4097.921,5012.32,8612.32,10570.14,792
311,314,1896,614,3.98,3.475,4126.689,5048.29,8648.29,10593.72,791
312,315,1884,612,3.979,3.481,4083.551,4976.35,8612.35,10538.44,790
313,316,1884,608.8,3.98,3.482,4076.391,4976.39,8588,10495.03,789
314,317,1884,608.8,3.98,3.483,4064.343,4976.34,8612.34,10522.53,788
315,318,1884,608.8,3.98,3.483,4054.79,4976.39,8612.39,10526.57,787
316,319,1884,606,3.98,3.484,4046.312,4940.31,8576.31,10499.08,786
317,320,1872,603,3.98,3.484,4040.344,4940.34,8540.34,10462.29,785
318,321,1872,603.2,3.98,3.483,4033.16,4940.36,8612.36,10513.92,784
319,322,1872,600,3.98,3.484,4022.328,4940.33,8540.33,10470.69,783
320,323,1872,601.6,3.98,3.485,4011.559,4904.36,8540.36,10449.83,782
321,324,1872,598,3.98,3.484,4004.328,4904.33,8540.33,10461.69,781
322,325,1872,597,3.979,3.486,4004.375,4904.38,8612.38,10511.62,780
323,326,1869.16,596,3.979,3.486,3989.959,4904.36,8540.36,10434.08,779
324,327,1864.78,592.813,3.987,3.795,3906.016,4858.02,8666.02,53450.14,778
325,328,1860,589.6,3.975,3.79,3896.312,4832.31,8648.31,10856.53,777
326,329,1872,594,3.979,3.49,3980.344,4904.34,8576.34,10488.69,776
327,330,1860,594.4,3.978,3.487,3989.818,4904.22,8576.22,10474.53,775
328,331,1860,596,3.979,3.486,3982.743,4904.34,8540.34,10454.28,774
329,332,1860,594,3.978,3.486,3974.344,4868.34,8540.34,10447.59,773
330,333,1860,591.2,3.977,3.487,3962.312,4868.31,8540.31,10447.19,772
331,334,1848,588,3.977,3.488,3956.344,4868.34,8540.34,10421.94,771
332,335,1848,590,3.977,3.488,3946.65,4868.25,8540.25,10415.44,770
333,336,1848,588,3.976,3.488,3939.606,4832.41,8540.41,10413.81,769
334,337,1852.72,588,3.977,3.488,3932.313,4832.34,8504.31,10389.31,768
335,338,1848,586,3.976,3.49,3926.375,4832.38,8504.38,10374.47,767
336,339,1848.97,584,3.975,3.489,3925.144,4832.34,8468.34,10350.38,766
337,340,1836,584.8,3.976,3.49,3917.944,4832.34,8468.34,10335.21,765
338,341,1836,582,3.975,3.491,3908.344,4832.34,8468.34,10338.72,764
339,342,1836,579.9896667,3.975,3.49,3902.313,4796.31,8468.31,10354.5,763
340,343,1839.31,577.6,3.975,3.49,3890.375,4796.38,8468.38,10342.16,762
341,344,1836,578,3.975,3.491,3884.375,4796.38,8468.38,10323.16,761
342,345,1824,579,3.974,3.491,3878.313,4796.31,8432.31,10300.65,760
343,346,1824,576,3.975,3.491,3872.375,4796.38,8432.38,10299.13,759
344,347,1824,576,3.974,3.491,3867.544,4760.34,8468.34,10315.03,758
345,348,1824,576,3.975,3.491,3866.219,4760.22,8432.22,10284.75,757
346,349,1824,574,3.974,3.492,3860.344,4760.34,8432.34,10282.06,756
347,350,1824,570,3.973,3.492,3853.175,4760.38,8432.38,10291.31,755
348,351,1821.62,571.187,3.981,3.8,3759,4704,8617,53352.32,754
349,352,1824,572,3.966,3.797,3723.552,4652.35,8576.35,10460.89,753
350,353,1836,577.6,3.97,3.495,3878.223,4796.22,8504.22,10384.64,752
351,354,1836,576,3.971,3.493,3890.353,4796.35,8504.35,10367.01,751
352,355,1824,576,3.97,3.491,3884.352,4796.35,8500,10349.98,750
353,356,1824,576,3.971,3.491,3874.721,4760.32,8504.32,10370.34,749
354,357,1824,576,3.971,3.492,3872.351,4760.35,8468.35,10338.82,748
355,358,1824,576,3.971,3.493,3866.32,4760.32,8468.32,10329.31,747
356,359,1824,576,3.971,3.492,3854.351,4760.35,8432.35,10306.08,746
357,360,1824,572,3.971,3.492,3848.352,4760.35,8468.35,10331.39,745
358,361,1812,574,3.971,3.493,3838.783,4760.38,8468.38,10321.95,744
359,362,1812,570,3.971,3.495,3830.32,4724.32,8468.32,10335.07,743
360,363,1812,570,3.971,3.494,3824.258,4724.26,8432.26,10284.84,742
361,380,1788,556,3.967,4.049,458.344,1304.34,4760.34,6585.31,725
362,381,1788,555.4285714,3.968,3.499,3737.8774,4652.3,8396.3,10233.98,724
363,382,1788,552,3.968,3.5,3734.329,4616.33,8396.33,10226.91,723
364,383,1788,552,3.968,3.501,3728.312,4616.31,8432.31,10252.3,722
365,384,1776,550,3.968,3.501,3722.391,4616.39,8396.39,10220.43,721
366,385,1776,550,3.968,3.501,3716.312,4616.31,8360.31,10194.19,720
367,386,1776,550,3.968,3.501,3710.36,4616.36,8396.36,10204.92,719
368,387,1776,549,3.968,3.501,3704.297,4616.3,8396.3,10214.21,718
369,388,1776,548,3.968,3.502,3698.344,4580.34,8396.34,10193.31,717
370,389,1776,545,3.967,3.503,3692.25,4580.25,8396.25,10193.03,716
371,390,1776,545,3.967,3.504,3686.344,4580.34,8396.34,10208.03,715
372,391,1776,545.6,3.968,3.504,3680.359,4580.36,8432.36,10242.72,714
373,392,1776,546,3.967,3.503,3680.359,4580.36,8396.36,10213.19,713
374,393,1764,542,3.967,3.502,3674.359,4580.36,8360.36,10182.47,712
375,394,1764,542,3.967,3.503,3668.375,4580.38,8360.38,10180.43,711
376,395,1764,543,3.967,3.503,3665.913,4580.31,8360.31,10166.57,710
377,396,1764,542,3.966,3.504,3658.806,4544.41,8360.41,10158.4,709
378,397,1752,529,3.962,3.504,3644.344,4544.34,8360.34,10129.38,708
379,398,1752,532.781,3.971,3.81,3500,4445,8484,53151.09,707
380,399,197478.14,95869.081,4.263,3.307,64769.984,76200,76200,211746.78,706
381,400,1790.05,538,3.956,3.487,4299.456,5300.26,9824.93,11639.68,705
382,401,1788,544,3.96,3.518,3740.384,4616.38,8540.38,10363.2,704
383,402,1788,548,3.961,3.514,3759.554,4652.35,8468.35,10309.47,703
384,403,1788,547.2,3.962,3.514,3764.352,4652.38,8468.35,10312.71,702
385,404,1788,549,3.961,3.513,3764.352,4652.35,8468.35,10286.91,701
386,405,1788,549,3.962,3.513,3758.258,4652.26,8468.26,10305.57,700
387,406,1788,549,3.962,3.512,3752.317,4652.32,8468.32,10283.23,699
388,407,1788,549,3.962,3.512,3745.152,4616.35,8432.35,10271.94,698
389,408,1788,549,3.963,3.512,3737.921,4616.32,8432.32,10250.91,697
390,409,1776,546,3.963,3.512,3728.32,4616.32,8468.32,10300.41,696
391,410,1776,543,3.962,3.512,3716.32,4616.32,8432.32,10249.35,695
392,411,1776,543,3.963,3.512,3709.152,4616.35,8468.35,10283.23,694
393,412,1776,542,3.964,3.513,3694.751,4580.35,8468.35,10284.86,693
394,413,1764,540,3.963,3.512,3686.312,4580.31,8432.31,10238.96,692
395,414,1764,539,3.964,3.514,3674.25,4580.25,8396.25,10209.34,691
396,415,1764,538,3.964,3.514,3665.96,4544.36,8432.36,10237.31,690
397,416,1764,534,3.963,3.514,3656.219,4544.22,8396.22,10209.11,689
398,417,1752,532,3.963,3.515,3644.344,4544.34,8432.34,10235.97,688
399,418,1752,530,3.963,3.515,3637.144,4508.34,8432.34,10213.89,687
400,419,1752,532,3.963,3.516,3628.657,4510.66,8434.66,10236.61,686
401,420,1752,528,3.963,3.515,3620.39,4508.39,8432.39,10229.34,685
402,421,1752,528,3.962,3.516,3608.328,4508.33,8396.33,10186.94,684
403,422,1740,527,3.961,3.516,3601.081,4508.28,8432.28,10208.67,683
404,423,1737.59,525.625,3.967,3.81,3486.015,4431.01,8526.01,53177.83,682
405,424,1740,524,3.958,3.807,3464.218,4400.22,8504.22,10602.53,681
406,425,1740,527,3.96,3.52,3593.788,4472.19,8396.19,10188,680
407,426,1740,527,3.961,3.518,3602.344,4508.34,8360.34,10150.47,679
408,428,8007.14,524,3.957,3.94,1286.32,2168.32,6236.32,8023.07,677
409,429,1740,528,3.959,3.518,3579.551,4472.35,8360.35,10125.7,676
410,430,1740,525,3.96,3.517,3586.752,4472.35,8360.35,10128.7,675
411,431,1740,523.9948333,3.96,3.516,3579.552,4472.35,8288.35,10072.71,674
412,432,1740,524,3.96,3.517,3566.32,4472.32,8324.32,10103.93,673
413,433,1728,521.1428571,3.959,3.519,3560.32,4436.32,8324.32,10090.66,672
414,434,1728,519,3.959,3.518,3550.72,4436.32,8324.32,10092.41,671
415,435,1728,518,3.958,3.518,3542.32,4436.32,8288.32,10050.88,670
416,436,1728,516,3.959,3.519,3530.352,4436.35,8324.35,10084.74,669
417,437,1716,517,3.958,3.521,3524.351,4400.35,8288.35,10056.06,668
418,438,1716,517,3.958,3.52,3518.359,4400.36,8252.36,10011.2,667
419,439,1716,514,3.958,3.541,3514.721,4400.32,8324.32,10072.2,666
420,440,1716,513,3.958,3.52,3507.552,4400.35,8288.35,10029.5,665
421,441,1716,513,3.958,3.52,3500.391,4400.39,8288.39,10043.49,664
422,442,1716,512,3.958,3.52,3494.328,4400.33,8322.86,10054.21,663
423,443,1704,510,3.958,3.521,3485.944,4364.34,8252.34,10006.28,662
424,444,1704,510,3.957,3.521,3478.76,4364.36,8288.36,10023.06,661
425,445,1704,510,3.957,3.521,3476.344,4364.34,8252.34,9995.11,660
426,446,1704,509,3.956,3.522,3464.36,4364.36,8252.36,10000.95,659
427,447,1703.97,508,3.956,3.522,3457.269,4328.47,8216.47,9939.14,658
428,448,1692,504,3.955,3.522,3449.928,4328.33,8180.33,9917.19,657
429,449,1693.41,504,3.96,3.819,3318.015,4263,8407,53016.06,656
430,450,1716,512,3.951,3.826,3193.12,4150.72,8650.72,10436.77,655
431,451,1728,516,3.954,3.523,3536.319,4400.32,8432.32,10192.83,654
432,452,1729.28,517.1428571,3.955,3.521,3542.32,4436.32,8360.32,10125.99,653
433,453,1716,516,3.955,3.521,3536.319,4400.32,8360.32,10128.25,652
434,454,1716,516,3.954,3.521,3530.32,4400.32,8360.32,10105.38,651
435,455,1716,514,3.955,3.521,3524.352,4400.35,8324.35,10077.95,650
436,456,1716,513.984,3.955,3.521,3512.321,4400.32,8360.32,10106.94,649
437,457,1716,515,3.955,3.523,3500.352,4400.35,8360.35,10106.95,648
438,458,1704,512,3.955,3.524,3488.321,4364.32,8324.32,10054.85,647
439,459,1704,512,3.955,3.524,3476.476,4364.48,8324.48,10075.68,646
440,460,1704,509,3.956,3.525,3470.352,4364.35,8324.35,10067.22,645
441,461,1704,508,3.956,3.524,3458.3525,4328.32,8288.32,10030.06,644
442,462,1704,508,3.956,3.523,3452.352,4328.35,8324.35,10061.48,643
443,463,1692,505,3.956,3.523,3442.744,4328.34,8288.34,10031.61,642
444,464,1692,505,3.956,3.525,3434.328,4328.33,8288.33,10019.1,641
445,465,1752,558,3.95,3.526,3442.884,4328.48,8216.48,9995.68,640
446,466,1740,551.2,3.948,3.496,3584.328,4472.33,8504.33,10268.48,639
447,467,1668,489,3.947,3.498,3566.39,4472.39,8468.39,10178.05,638
448,468,1680,494,3.953,3.533,3338.36,4220.36,8288.36,9991.87,637
449,469,1680,494,3.954,3.529,3374.329,4256.33,8288.33,9997.72,636
450,470,1680,495.8571429,3.955,3.528,3370.743,4256.34,8288.34,9993.55,635
451,471,1668,493.2857143,3.954,3.528,3374.328,4256.33,8216.33,9936.73,634
452,472,1668,492,3.953,3.529,3356.36,4256.36,8252.36,9954.75,633
453,475,1632,476,3.945,3.544,3161.952,4040.35,7964.35,9636.58,630
454,476,1632,478,3.947,3.537,3224.352,4112.35,8072.35,9733.73,629
455,477,1632,474.9741667,3.947,3.536,3230.385,4112.38,8108.38,9774.59,628
456,478,1632,475.2857143,3.947,3.537,3224.32,4112.32,8144.32,9798.18,627
457,479,1620,474,3.947,3.537,3218.352,4112.35,8108.35,9786.11,626
458,480,1620,474,3.947,3.536,3212.351,4076.35,8108.35,9768.89,625
459,481,1620,472.7142857,3.947,3.537,3206.387,4076.39,8144.39,9807.78,624
460,482,1620,472,3.946,3.538,3200.486333,4076.48,8108.48,9761.31,623
461,483,1620,471,3.945,3.538,3188.352,4076.35,8108.35,9768.2,622
462,484,1608,470,3.944,3.538,3182.39,4076.39,8072.39,9736.5,621
463,485,1608,467.5714286,3.945,3.539,3170.352,4040.35,8108.35,9746.18,620
464,486,1608,466,3.945,3.539,3164.351,4040.35,8108.35,9771.23,619
465,487,1608,466,3.945,3.54,3158.352,4040.35,8108.35,9756.46,618
466,488,1608,466.2857143,3.945,3.539,3154.775,4040.38,8072.38,9710,617
467,489,1608,465,3.944,3.54,3146.375,4040.38,8072.38,9709.64,616
468,490,1608,465,3.944,3.54,3140.36,4004.36,8072.36,9728.25,615
469,491,1596,463.7142857,3.944,3.54,3134.313,4004.31,8144.31,9767.72,614
470,492,1596,462.4285714,3.943,3.54,3128.328,4004.33,8036.33,9690.85,613
471,493,1596,464.1428571,3.942,3.541,3118.618,4004.22,8072.22,9706.56,612
472,494,1596,461.1428571,3.942,3.542,3116.359,4004.36,8036.36,9675.51,611
473,495,1596,462,3.942,3.541,3110.313,4004.31,8108.34,9725.5,610
474,496,1596,462.8571429,3.942,3.541,3104.313,3968.31,8072.31,9716.61,609
475,497,1579.19,457.2035,3.941,3.845,2961,3899.01,8379.01,52876.27,608
476,498,196502.91,3549.995,4.257,3.322,62220.002,73589.99,73589.99,210774.62,607
477,499,1632,465.8571429,3.933,3.52,3941.352,4976.35,10016.35,11695.84,606
478,500,1632,471.8571429,3.939,3.555,3248.353,4112.35,8324.35,9983.72,605
479,501,1644,475.7142857,3.941,3.552,3278.321,4148.32,8252.32,9921.05,604
480,502,1644,474,3.941,3.551,3290.32,4148.32,8216.32,9880.48,603
481,503,1644,475.2937143,3.942,3.55,3284.352,4148.35,8180.35,9850.24,602
482,504,1644,475,3.942,3.55,3278.254,4148.25,8180.25,9874.56,601
483,505,1632,475.2857143,3.941,3.549,3278.351,5118.16,8106.39,9781.58,600
484,506,1632,475,3.942,3.549,3266.227,4148.23,8180.23,9861.54,599
485,507,1632,475,3.941,3.548,3260.351,4112.35,8180.35,9857.96,598
486,508,1632,475,3.942,3.548,3254.351,4112.35,8180.35,9859.45,597
487,509,1632,475,3.942,3.548,3242.351,4112.35,8216.35,9869.63,596
488,510,1620,472.2857143,3.942,3.548,3230.352,4112.35,8216.35,9864.52,595
489,511,1620,472,3.943,3.548,3224.391,4076.39,8216.39,9876.38,594
490,512,1620,472.2857143,3.943,3.548,3212.344,4076.34,8180.34,9840.99,593
491,513,1620,469.2857143,3.943,3.548,3206.328,4076.33,8199.88,9839.3,592
492,514,1620,468,3.943,3.549,3194.328,4076.33,8216.33,9887.17,591
493,515,1608,465,3.943,3.549,3182.359,4040.36,8180.36,9842.08,590
494,516,1680,517,3.937,3.549,3190.728,4040.33,8144.33,9852.15,589
495,517,1677.44,516,3.935,3.519,3356.359,4220.36,8432.36,10138.27,588
496,518,1668,512,3.934,3.521,3332.343,4220.34,8441.11,10129.31,587
497,519,1668,511,3.934,3.522,3320.344,4184.34,8396.34,10095.66,586
498,520,1656,510,3.933,3.523,3313.128,4184.33,8396.33,10096.12,585
499,521,1656,507,3.933,3.524,3302.359,4184.36,8360.36,10047.78,584
500,522,1641.62,506.375,3.926,3.828,3143,4088,8603,53162.32,583
501,523,1656,504,3.923,3.829,3089.944,4004.34,8540.34,10542.75,582
502,524,1656,508,3.929,3.531,3266.344,4148.34,8468.34,10178.15,581
503,525,1656,507,3.932,3.527,3291.512,4184.31,8396.31,10111.41,580
504,526,1656,510,3.933,3.527,3298.713,4184.31,8432.31,10120.22,579
505,527,1656,507,3.933,3.525,3296.312,4184.31,8432.31,10115.53,578
506,528,1656,506.8571429,3.933,3.525,3290.375,4184.38,8396.38,10093.16,577
507,529,1656,504,3.933,3.525,3284.344,4148.34,8396.34,10073.18,576
508,530,1656,505,3.932,3.526,3272.312,4148.31,8396.31,10082.94,575
509,531,1644,504,3.931,3.526,3266.375,4148.38,8396.38,10096.69,574
510,532,1644,501,3.931,3.526,3260.313,4148.31,8360.31,10058.94,573
511,533,1644,502,3.931,3.527,3248.344,4112.34,8360.34,10042.65,572
512,534,1644,501.4285714,3.931,3.527,3242.313,4112.31,8396.31,10073.47,571
513,535,1644,499,3.931,3.527,3236.312,4112.31,8324.31,10009.13,570
514,536,1644,498,3.93,3.527,3230.281,4112.28,8360.28,10028.81,569
515,537,1632,500,3.93,3.528,3224.312,4112.31,8360.31,10035,568
516,538,1632,498,3.929,3.529,3218.344,4076.38,8324.34,9991.09,567
517,539,1632,496,3.928,3.528,3212.25,4076.25,8324.25,9997.91,566
518,540,1632,496.7142857,3.928,3.529,3206.375,4076.38,8324.38,10001.22,565
519,541,1632,494,3.928,3.529,3200.375,4076.38,8288.38,9954.9,564
520,542,1620,493,3.927,3.53,3194.343,4076.34,8324.34,9972.97,563
521,543,1620,492,3.927,3.53,3188.375,4076.38,8288.38,9932.5,562
522,544,1620,490,3.926,3.531,3182.344,4040.34,8288.34,9950.56,561
523,545,1620,488.5714286,3.926,3.531,3176.344,4040.34,8318.56,9956.1,560
524,546,1603.19,492,3.921,3.837,2996,3948,8575,53094.12,559
525,547,1620,489,3.919,3.839,2966.375,3896.38,8468.38,10429.82,558
526,548,1620,488.1428571,3.915,3.538,3146.313,8946.81,9452.81,11120.06,557
527,549,1620,490.2857143,3.923,3.538,3146.313,4004.31,8252.31,9901.44,556
528,550,1620,488,3.925,3.535,3170.312,4040.31,8288.31,9955,555
529,551,1619.94,489.9475,3.925,3.535,3164.313,4040.31,8324.31,9971.25,554
530,552,1608,486.2857143,3.925,3.535,3158.313,4040.31,8324.31,9974.81,553
531,553,1608,487.2857143,3.924,3.535,3152.312,4004.31,8288.31,9955.44,552
532,554,1608,486,3.925,3.535,3152.375,4004.38,8288.38,9930.81,551
533,555,1608,483,3.925,3.535,3140.375,4004.37,8288.37,9933.37,550
534,556,1608,486,3.926,3.536,3134.313,4004.31,8288.31,9925.57,549
535,557,1608,486,3.926,3.535,3134.312,4004.31,8324.31,9974.81,548
536,558,1608,483,3.925,3.535,3128.313,4004.31,8288.31,9917.56,547
537,559,1608,482,3.925,3.535,3122.375,4004.38,8288.38,9936.19,546
538,560,1608,483.4285714,3.924,3.536,3111.575,4004.38,8324.38,9960.19,545
539,561,1596,482.1428571,3.924,3.537,3110.312,3968.31,8288.31,9915.18,544
540,562,1596,482.1428571,3.924,3.536,3104.375,3968.38,8288.38,9923.57,543
541,563,1596,480,3.923,3.536,3098.313,3968.31,8311.62,9930.62,542
542,564,1596,480,3.924,3.536,3097.112,3968.31,8288.31,9909.38,541
543,565,1596,477.8571429,3.924,3.538,3092.313,3968.31,8288.31,9906.87,540
544,566,1599.75,479.5714286,3.923,3.537,3086.375,3968.38,8252.38,9879.94,539
545,567,1596,478,3.922,3.537,3082.713,3968.31,8288.06,9900.62,538
546,568,1584,477,3.922,3.537,3075.513,3932.31,8252.31,9890.19,537
547,569,1584,474.4285714,3.921,3.539,3068.25,3932.25,8252.25,9876.06,536
548,570,1574.44,477.625,3.917,3.846,2891,3836,8484,52976.88,535
549,571,1584,478,3.915,3.847,2873.913,3788.31,8396.31,10331.37,534
550,572,1584,475,3.916,3.543,3061.175,3932.38,8324.38,9939.63,533
551,573,1584,477.4285714,3.919,3.544,3056.25,3932.25,8252.25,9898.19,532
552,574,1584,478.7142857,3.921,3.541,3074.313,3932.31,8288.31,9900,531
553,575,1584,476,3.92,3.54,3080.312,3932.31,8288.31,9906.75,530
554,576,1584,475,3.92,3.541,3068.312,3932.31,8288.31,9905.5,529
